seed,probe_index,mean_risk,va_risk,ac_risk,true_recovery_time
40,220,0.2433917948307255,0.17609427747349737,0.3793261320671004,2508.2667085985986
40,270,0.3292531801378363,0.35301850223936915,0.46517753990606836,200.0
40,320,0.3168250440132284,0.0,0.46145170421565274,200.0
40,370,0.4588030716265168,0.47370560852126753,0.5670779285242322,200.0
40,420,0.4465716380423757,0.5234057901174254,0.6008802892188144,200.0
40,470,0.6510607844753096,0.7121612520170065,0.8037685525302397,200.0
41,120,0.1908307391446379,0.05755597497873732,0.45500678387170557,200.0
41,170,0.14207220356137995,0.0,0.23949204120874612,200.0
41,220,0.28557537854430226,0.45822194433602526,0.290699848202969,200.0
41,270,0.19148553570456223,0.012765479281112824,0.43149951650697926,200.0
41,320,0.25933929222231333,0.06618003235725689,0.6023765448661823,200.0
41,370,0.4273011045152956,0.2836400244863213,0.7678083746455905,200.0
41,420,0.343604382198299,0.16768827927935415,0.6604271494220666,200.0
41,470,0.7311070544258225,0.8954741185620704,0.892345319803746,200.0
42,120,0.2988648890561861,0.2041221783835303,0.3927844001418752,2421.201523612047
42,170,0.41540866926633513,0.539081593512742,0.5334136623316128,200.0
42,220,0.24358665097838167,0.0,0.5387506067919743,200.0
42,270,0.31633178638811915,0.3165797127743426,0.5354485004099022,200.0
42,320,0.27811914311300284,0.0,0.5805181411174275,200.0
42,370,0.291236921140371,0.0,0.536991808599174,200.0
42,420,0.5935022858092455,0.8318429752448584,0.7777274957551081,200.0
42,470,0.7111670058092804,0.7162604839033491,0.9213896680474033,200.0
43,120,0.1624848209788618,0.23657363321263358,0.16353369371387694,791.0653511297731
43,170,0.16160985526976704,0.031238104220877028,0.27998806434452106,200.0
43,220,0.22813018384590417,0.0,0.34258524646197386,200.0
43,270,0.26946268436837134,0.27468698320042384,0.41200718433230954,200.0
43,320,0.2515518320915059,0.0,0.469150445852209,200.0
43,370,0.1888368667473647,0.18068778258418428,0.4710040914273377,200.0
43,420,0.4112853597668037,0.6866140318518561,0.5825055862364269,200.0
43,470,0.7452295689736681,0.9101725239200099,0.9199144803250757,200.0
44,120,0.20456095388661658,0.2098825019419972,0.17275789716863688,200.0
44,170,0.24208814883303137,0.19715331094904576,0.42363282123743273,200.0
44,220,0.23882067812396449,0.10371706551354953,0.4819594056804073,200.0
44,270,0.19030569904218164,0.0,0.3879204809628214,200.0
44,320,0.23596125202245738,0.38874370469484454,0.3041660380233482,200.0
44,370,0.38952599701757296,0.479933952207793,0.6266080963342784,200.0
44,420,0.4253543172002905,0.2705248764405098,0.7261868555799079,200.0
44,470,0.6554300457198712,0.6621761032440125,0.8958730659535424,200.0
45,120,0.29988726027898976,0.21072701909756653,0.35863610238037413,200.0
45,170,0.23272744314140778,0.0,0.3548424097399038,4417.515099874356
45,220,0.19657004160721733,0.0,0.32628445736113854,200.0
45,270,0.28414257418784555,0.34828830183946036,0.3160038220993817,200.0
45,320,0.3174879401424831,0.20777812868859946,0.559166024790791,200.0
45,370,0.35151909723292446,0.12995264495394232,0.643893075192738,200.0
45,420,0.40943264978597976,0.5548401964021377,0.5769240747010486,200.0
45,470,0.6608096202270806,0.6869929814321099,0.8358683891204522,200.0
46,120,0.18476648563833503,0.0,0.30046958879424124,2200.7186158795
46,170,0.30304589593189907,0.3957173578485328,0.35975137742337915,200.0
46,220,0.19644778396873117,0.013026762063046426,0.43235962459816646,200.0
46,270,0.25397529102416183,0.0,0.4617942560733983,200.0
46,320,0.43057575813126975,0.43136254186646517,0.6866495226321996,200.0
46,370,0.3316097105856504,0.0,0.6304191733796917,200.0
46,420,0.48486783707562325,0.7659102328540736,0.6443250171022689,200.0
46,470,0.70775339880478,0.7670165068482392,0.8970953057531684,200.0
47,120,0.16522227328119762,0.027702647242094258,0.4204563900933336,386.02919490641597
47,170,0.14792799220661623,0.0,0.36902371395725564,200.0
47,220,0.16498104057907192,0.33859057164648987,0.14444624668602268,200.0
47,270,0.16441143087309448,0.0,0.2747907631667744,200.0
47,320,0.4138471920480403,0.6010167583917073,0.6032357082365559,200.0
47,370,0.3242457390166578,0.0,0.653558297450077,200.0
47,420,0.5097530236248482,0.697774285695536,0.714800575817842,200.0
47,470,0.7585923743101557,0.8281963413856657,0.9365674289970755,200.0
48,120,0.15607904374337037,0.0,0.29204659093225893,200.0
48,170,0.18156387711493424,0.0,0.28903826526233733,1247.1874509042511
48,220,0.14967534134930446,0.038397231483784044,0.24056370038766417,200.0
48,270,0.35120810868502356,0.4446641649266283,0.4821044753331454,200.0
48,320,0.28391883044795463,0.0,0.595059741743952,200.0
48,370,0.31121459635813825,0.13487708261223252,0.6215719962036791,200.0
48,420,0.4998577905391838,0.4902200639475951,0.7323121223799111,200.0
48,470,0.6581377644172149,0.7907548040243761,0.8366623471412544,200.0
49,120,0.27859824562254987,0.0,0.4382104339346006,200.0
49,170,0.20764659585527961,0.19271824575435925,0.2723146727521306,2329.642773982834
49,220,0.13031665562650355,0.08886030047406768,0.27793293604621894,200.0
49,270,0.24209935999918342,0.1753627462126699,0.4261229950118073,200.0
49,320,0.3064742747245723,0.0,0.6283940160877961,200.0
49,370,0.29061917074140087,0.0,0.5357591411952054,200.0
49,420,0.30656042225808455,0.182205684518163,0.5032659714937752,200.0
49,470,0.7018372830922314,0.8379476062164983,0.9122595125420786,200.0
